step,reward_score_ma30,response_length_ma30,clip_ratio_ma30
793,0.794531,3167.7115,0.096354
794,0.801953,3151.8871,0.092318
795,0.803776,3157.1546,0.091667
796,0.799609,3168.0656,0.093099
797,0.805469,3156.4783,0.092708
798,0.798177,3184.3569,0.096615
799,0.799479,3187.9275,0.098958
800,0.79974,3187.2837,0.100391
801,0.800651,3188.5716,0.10013
802,0.803516,3194.8634,0.09987
803,0.805599,3206.9516,0.099219
804,0.80612,3206.1703,0.098568
805,0.807812,3216.6488,0.100781
806,0.805859,3228.1784,0.102344
807,0.804557,3219.5615,0.1
808,0.805078,3207.2693,0.097786
809,0.800781,3238.1643,0.102995
810,0.798047,3243.1638,0.103646
811,0.803776,3229.213,0.102734
812,0.803385,3216.0883,0.101432
813,0.805208,3207.5663,0.098828
814,0.8,3239.1263,0.102214
815,0.796094,3244.6113,0.101302
816,0.795443,3250.4217,0.101823
817,0.789062,3284.2447,0.104948
818,0.790365,3271.04,0.102995
819,0.790495,3293.0598,0.103385
820,0.790365,3307.7792,0.104036
821,0.793229,3297.3613,0.102474
822,0.796484,3298.4076,0.104297
823,0.797005,3267.4723,0.103776
824,0.794401,3261.4973,0.104297
825,0.792057,3270.0699,0.105078
826,0.79349,3276.6174,0.105729
827,0.789583,3292.727,0.107161
828,0.794401,3279.3721,0.104036
829,0.791276,3323.5348,0.107812
830,0.789844,3345.953,0.109115
831,0.788411,3350.6783,0.109635
832,0.7875,3356.2542,0.109766
833,0.779427,3379.1307,0.114714
834,0.780599,3391.6194,0.116927
835,0.778906,3378.8206,0.114583
836,0.781771,3374.2898,0.113411
837,0.784635,3382.8383,0.114453
838,0.781771,3397.8557,0.116797
839,0.781771,3398.5022,0.116406
840,0.779167,3440.8638,0.122135
841,0.771615,3475.9927,0.124219
842,0.771354,3479.8648,0.12513
843,0.76862,3492.1492,0.127604
844,0.772135,3485.2539,0.125651
845,0.774349,3498.4374,0.129297
846,0.774609,3490.8975,0.128125
847,0.774349,3488.4764,0.126953
848,0.773438,3473.9294,0.126823
849,0.775391,3465.444,0.126953
850,0.772396,3467.199,0.125911
851,0.771615,3464.9749,0.12526
852,0.770052,3493.4464,0.126562
853,0.775651,3478.6005,0.123047
854,0.775911,3478.2891,0.122656
855,0.772266,3504.7229,0.125781
856,0.773177,3501.835,0.125
857,0.776042,3480.6836,0.125781
858,0.775651,3492.6802,0.127083
859,0.779297,3468.6352,0.12487
860,0.774609,3482.2997,0.127344
861,0.773177,3474.69,0.125781
862,0.773047,3472.2013,0.127865
863,0.780469,3446.2824,0.124479
864,0.779036,3446.2546,0.123958
865,0.779557,3444.1238,0.122786
866,0.775651,3462.4832,0.124349
867,0.777734,3442.207,0.123438
868,0.775911,3429.7918,0.122135
869,0.77526,3448.1465,0.120312
870,0.778385,3412.9562,0.114193
871,0.777865,3403.4971,0.115755
872,0.777083,3400.8242,0.115625
873,0.779948,3405.035,0.114844
874,0.781901,3390.0003,0.113542
875,0.783073,3359.2397,0.110938
876,0.784245,3351.5163,0.109766
877,0.786719,3332.5348,0.109115
878,0.788542,3333.927,0.107943
879,0.786849,3308.16,0.105599
880,0.788151,3285.5448,0.104948
881,0.785547,3288.1262,0.106901
882,0.784245,3271.8659,0.10612
883,0.778125,3311.6191,0.109115
884,0.777214,3326.4652,0.112109
885,0.782943,3293.6359,0.107812
886,0.783724,3274.3917,0.10612
887,0.784896,3264.5008,0.104036
888,0.787109,3262.6746,0.103385
889,0.785417,3246.7721,0.101172
890,0.789844,3219.6148,0.097526
891,0.789714,3221.9561,0.099479
892,0.791667,3218.0857,0.097005
893,0.787891,3216.697,0.097396
894,0.788151,3210.6883,0.098307
895,0.787891,3210.3754,0.1
896,0.788281,3183.0789,0.098698
897,0.788542,3174.3,0.096224
898,0.788281,3184.5393,0.098177
899,0.79362,3136.9936,0.096224
900,0.798047,3132.7822,0.098438
901,0.800651,3129.6947,0.096745
902,0.801693,3143.7223,0.099479
903,0.801172,3161.9379,0.100911
904,0.800391,3167.6155,0.101693
905,0.797526,3198.6802,0.104167
906,0.791146,3216.5887,0.10612
907,0.78776,3234.8645,0.107422
908,0.792969,3217.1775,0.105729
909,0.794661,3222.4014,0.105469
910,0.797266,3215.2384,0.105339
911,0.801953,3220.9814,0.105469
912,0.805339,3203.4766,0.102995
913,0.808203,3188.9033,0.101562
914,0.80651,3194.3095,0.100521
915,0.80651,3187.0418,0.100781
916,0.807031,3210.3996,0.100651
917,0.801302,3247.1723,0.104557
918,0.796224,3257.4335,0.10625
919,0.796875,3250.5977,0.106771
920,0.794401,3261.5059,0.108724
921,0.796094,3279.7333,0.109245
922,0.795182,3283.6585,0.110417
923,0.797786,3284.4952,0.109115
924,0.798437,3279.3888,0.106901
925,0.797396,3289.216,0.107161
926,0.796875,3316.2462,0.108073
927,0.792448,3331.9961,0.111198
928,0.792188,3346.6161,0.11224
929,0.788802,3356.2921,0.112891
930,0.789974,3359.0402,0.11237
931,0.789844,3355.801,0.11224
932,0.792448,3350.481,0.108073
933,0.795573,3317.5716,0.10612
934,0.79349,3317.9146,0.10638
935,0.798307,3284.8592,0.103125
936,0.80026,3288.0027,0.104818
937,0.804167,3295.1443,0.105078
938,0.800781,3325.0297,0.107031
939,0.801562,3329.4483,0.108724
940,0.797526,3342.7572,0.109766
941,0.795182,3353.8207,0.11224
942,0.790885,3383.0004,0.115885
943,0.792188,3354.8204,0.114714
944,0.795052,3343.1991,0.1125
945,0.79401,3355.8768,0.113411
946,0.790885,3362.7862,0.117318
947,0.792969,3337.7611,0.114193
948,0.795703,3324.5094,0.115755
949,0.797526,3326.4546,0.115104
950,0.79987,3294.9458,0.111328
951,0.799349,3272.6121,0.109505
952,0.797396,3287.1333,0.109115
953,0.794141,3308.6764,0.111719
954,0.792839,3306.4419,0.11263
955,0.794141,3301.6612,0.111979
956,0.795573,3302.1993,0.111458
957,0.797396,3313.2505,0.110026
958,0.80026,3288.5948,0.108203
959,0.802604,3295.837,0.107943
960,0.801432,3292.2725,0.10625
961,0.801823,3279.9661,0.104557
962,0.798307,3281.0747,0.10599
963,0.792839,3290.5365,0.10612
964,0.795833,3286.5352,0.105729
965,0.791276,3275.3747,0.103776
966,0.79401,3271.851,0.104167
967,0.794141,3269.7103,0.102865
968,0.793099,3256.3484,0.102995
969,0.788151,3274.7456,0.104427
970,0.790755,3270.1505,0.104167
971,0.78737,3268.0436,0.104167
972,0.792318,3248.5288,0.101562
973,0.792839,3253.8025,0.101823
974,0.792578,3254.9312,0.101432
975,0.789323,3291.701,0.10612
976,0.793099,3282.1599,0.102995
977,0.795833,3286.6465,0.102214
978,0.794141,3280.328,0.100911
979,0.792708,3286.8842,0.100781
980,0.790755,3310.352,0.102344
981,0.788802,3327.2337,0.105339
982,0.788672,3318.8876,0.105859
983,0.784896,3319.8949,0.108724
984,0.789062,3320.0618,0.105729
985,0.788542,3321.3272,0.105339
986,0.789453,3290.1533,0.103516
987,0.788411,3297.0775,0.105078
988,0.789453,3304.757,0.104557
989,0.786328,3318.7411,0.106771
990,0.786328,3320.2671,0.107292
991,0.785286,3339.4704,0.110026
992,0.784896,3361.241,0.11237
993,0.788932,3362.5559,0.111328
994,0.786849,3355.5444,0.111458
995,0.789974,3365.8397,0.11237
996,0.790625,3366.7574,0.110026
997,0.790885,3359.2898,0.109766
998,0.792708,3366.2207,0.111068
999,0.796224,3361.9263,0.110156
1000,0.797656,3357.6012,0.109635
1001,0.798828,3348.0279,0.105599
1002,0.79349,3365.4992,0.107812
1003,0.791536,3373.9271,0.108203
1004,0.789583,3374.4302,0.111589
1005,0.794401,3321.2507,0.104948
1006,0.791406,3333.9151,0.106771
1007,0.790885,3320.0522,0.10599
1008,0.788542,3348.6451,0.107552
1009,0.788411,3340.6035,0.107682
1010,0.790234,3353.2635,0.109505
1011,0.79349,3334.2236,0.10612
1012,0.793359,3323.9688,0.105078
1013,0.794922,3325.0582,0.103255
1014,0.794792,3330.9367,0.104167
1015,0.798828,3303.5566,0.102083
1016,0.792057,3348.9069,0.106771
1017,0.792839,3342.3645,0.105469
1018,0.792318,3330.8957,0.104948
1019,0.798047,3291.1052,0.101172
1020,0.794531,3302.0698,0.104036
1021,0.797526,3296.7048,0.102214
1022,0.795573,3302.1913,0.105599
1023,0.78776,3345.3969,0.111719
1024,0.788281,3368.4918,0.11263
1025,0.787891,3381.1975,0.113802
1026,0.785547,3383.068,0.115755
1027,0.785156,3389.4943,0.116927
1028,0.783333,3395.6852,0.116667
1029,0.784896,3396.2115,0.116146
1030,0.784766,3403.3555,0.114974
1031,0.786719,3416.4014,0.11888
1032,0.785547,3432.2322,0.119922
1033,0.784245,3429.9701,0.120443
1034,0.783854,3445.6029,0.119401
1035,0.784635,3443.178,0.120312
1036,0.784375,3413.0409,0.117969
1037,0.784896,3426.9284,0.11888
1038,0.785156,3409.7793,0.117839
1039,0.784245,3415.079,0.11875
1040,0.783854,3389.2723,0.116016
1041,0.784115,3395.9251,0.116146
1042,0.785417,3415.3128,0.117969
1043,0.786979,3410.737,0.116667
1044,0.78724,3408.3245,0.117578
1045,0.782292,3438.4747,0.122005
1046,0.786719,3410.3206,0.120052
1047,0.788932,3400.023,0.120312
1048,0.786719,3426.6203,0.121354
1049,0.784766,3437.2461,0.121615
1050,0.789062,3419.6814,0.11888
1051,0.789844,3410.8113,0.11901
1052,0.795833,3394.4331,0.113932
1053,0.804557,3349.2736,0.107812
1054,0.802083,3347.1232,0.110417
1055,0.800781,3344.666,0.110156
1056,0.802865,3338.1775,0.108073
1057,0.801823,3332.9986,0.108594
1058,0.802474,3329.8189,0.107552
1059,0.800521,3321.6841,0.108203
1060,0.800651,3325.7681,0.109245
1061,0.799479,3338.9553,0.109115
1062,0.799609,3357.9596,0.109635
1063,0.800781,3357.4984,0.109375
1064,0.798828,3352.0009,0.11263
1065,0.798438,3351.6927,0.111458
1066,0.798698,3362.475,0.111589
1067,0.79987,3356.8135,0.110938
1068,0.803255,3360.9065,0.110156
1069,0.802995,3369.2005,0.111979
1070,0.802214,3394.3007,0.11237
1071,0.797917,3402.631,0.114453
1072,0.798047,3395.7958,0.114193
1073,0.800521,3374.0853,0.11237
1074,0.798047,3366.1337,0.111849
1075,0.797656,3361.6128,0.111719
1076,0.79974,3347.798,0.109635
1077,0.798958,3363.8777,0.111458
1078,0.801042,3345.9202,0.110547
1079,0.800521,3356.0724,0.111979
1080,0.796745,3362.9893,0.112109
1081,0.795312,3359.8965,0.110417
1082,0.791406,3364.6038,0.110938
1083,0.78724,3387.6935,0.115234
1084,0.788281,3382.0016,0.11237
1085,0.785417,3401.0638,0.113932
1086,0.786458,3395.7398,0.113672
1087,0.785938,3395.6393,0.11237
1088,0.786198,3366.671,0.110156
1089,0.784245,3361.6663,0.110156
1090,0.779948,3358.2332,0.110677
1091,0.78112,3344.938,0.109505
1092,0.786458,3297.691,0.10612
1093,0.785026,3305.1388,0.10638
1094,0.7875,3309.7855,0.103646
1095,0.784766,3327.8207,0.10638
1096,0.785417,3327.1247,0.107161
1097,0.782812,3336.3595,0.108464
1098,0.780078,3360.0839,0.109375
1099,0.78138,3364.9427,0.109245
1100,0.781641,3339.2285,0.110417
1101,0.779036,3362.7423,0.113802
1102,0.776042,3371.2475,0.114714
1103,0.776693,3364.9645,0.115234
1104,0.775391,3387.1255,0.117578
1105,0.778646,3378.7059,0.113672
1106,0.779297,3405.1258,0.115495
1107,0.778646,3399.5198,0.113802
1108,0.777474,3396.9944,0.113802
1109,0.775,3413.5495,0.114193
1110,0.777474,3419.4396,0.115625
1111,0.776953,3430.8547,0.117318
1112,0.780078,3407.7757,0.115234
1113,0.779818,3402.6677,0.113542
1114,0.782812,3386.8238,0.111979
1115,0.786849,3368.1995,0.111589
1116,0.78737,3378.9417,0.113542
1117,0.784505,3386.1786,0.113672
1118,0.786719,3402.421,0.115365
1119,0.789323,3404.4486,0.114453
1120,0.791667,3408.091,0.116146
1121,0.790495,3397.2217,0.116536
1122,0.787109,3417.1467,0.121094
1123,0.792188,3400.1208,0.117839
1124,0.794271,3377.0648,0.118229
1125,0.792708,3385.4776,0.11862
1126,0.79375,3393.8952,0.11888
1127,0.793099,3400.8277,0.120703
1128,0.795833,3388.1366,0.120964
1129,0.791276,3397.2482,0.121094
1130,0.791406,3421.0275,0.120833
1131,0.79362,3381.679,0.116146
1132,0.79375,3377.1365,0.116667
1133,0.796745,3386.804,0.114583
1134,0.802474,3351.6908,0.110807
1135,0.804427,3356.4944,0.111849
1136,0.803906,3355.953,0.110807
1137,0.804688,3350.2215,0.110938
1138,0.804297,3349.1829,0.11224
1139,0.803516,3331.5654,0.113281
1140,0.807943,3310.16,0.110286
1141,0.806771,3318.7544,0.111849
1142,0.80612,3317.0457,0.113802
1143,0.804557,3310.1549,0.115104
1144,0.799609,3343.2493,0.11862
1145,0.797396,3348.9797,0.11849
1146,0.795052,3340.7098,0.117318
1147,0.799089,3338.5642,0.117448
1148,0.797526,3343.9789,0.116276
1149,0.799609,3336.6134,0.115755
1150,0.799479,3340.6971,0.114974
1151,0.796875,3367.9257,0.117188
1152,0.794401,3369.1482,0.114453
1153,0.786979,3406.772,0.121094
1154,0.786458,3429.601,0.121094
1155,0.783203,3439.5939,0.121875
1156,0.783464,3409.8802,0.120182
1157,0.784635,3413.5802,0.11849
1158,0.784505,3408.6397,0.117057
1159,0.790365,3378.5603,0.113281
1160,0.783464,3401.1384,0.119792
1161,0.782031,3459.3072,0.12487
1162,0.785807,3449.4036,0.123698
1163,0.779297,3490.2266,0.128255
1164,0.771354,3541.2988,0.134896
1165,0.768099,3532.5466,0.135026
1166,0.766016,3554.8113,0.136979
1167,0.767578,3539.4822,0.136328
1168,0.764193,3569.5807,0.139062
1169,0.763542,3597.1585,0.141146
1170,0.755599,3643.8469,0.146094
1171,0.757943,3615.831,0.144141
1172,0.751953,3658.0029,0.146224
1173,0.754167,3649.4305,0.144531
1174,0.75599,3650.0733,0.144792
1175,0.758333,3657.4629,0.146354
1176,0.758984,3681.2362,0.148438
1177,0.760547,3691.4945,0.148828
1178,0.760547,3696.1762,0.14974
1179,0.758203,3728.7888,0.153516
1180,0.761719,3714.8116,0.150391
1181,0.766536,3684.3374,0.146615
1182,0.770703,3671.5066,0.147396
1183,0.771875,3641.1409,0.142448
1184,0.771875,3640.0129,0.141536
1185,0.773177,3646.3733,0.142318
1186,0.773307,3681.1934,0.144792
1187,0.774349,3663.1682,0.144661
1188,0.771094,3657.8469,0.145052
1189,0.767057,3676.506,0.148958
1190,0.771745,3647.6169,0.14388
1191,0.777214,3592.2865,0.138672
1192,0.773307,3616.7139,0.141536
1193,0.773568,3600.7926,0.141927
1194,0.78138,3557.8802,0.135156
1195,0.78125,3582.3991,0.138151
1196,0.780469,3537.394,0.136458
1197,0.777995,3560.3428,0.138542
1198,0.777344,3562.2707,0.136068
1199,0.778516,3555.579,0.135286
1200,0.782812,3511.4078,0.130729
1201,0.78138,3523.5858,0.13099
1202,0.786068,3489.7198,0.128646
1203,0.785547,3498.2469,0.129557
1204,0.78125,3498.4895,0.130859
1205,0.779688,3489.6181,0.129688
1206,0.776693,3465.6082,0.127995
1207,0.77474,3465.2934,0.127865
1208,0.77487,3443.2555,0.127995
1209,0.775781,3439.4755,0.127214
1210,0.772396,3455.0966,0.130859
1211,0.76901,3459.781,0.131641
1212,0.771354,3440.6768,0.128125
1213,0.776953,3428.2927,0.127474
1214,0.777604,3419.4167,0.129297
1215,0.784375,3387.9876,0.125781
1216,0.783464,3368.028,0.123177
1217,0.780729,3391.4348,0.124349
1218,0.784245,3377.1517,0.122786
1219,0.786979,3380.938,0.121615
1220,0.789844,3377.1174,0.121354
1221,0.788281,3384.4346,0.121875
1222,0.789193,3373.8896,0.120573
1223,0.793099,3333.3749,0.115755
1224,0.788932,3348.1967,0.11862
1225,0.78776,3338.8552,0.117188
1226,0.788932,3345.2677,0.116797
1227,0.788802,3335.6305,0.115625
1228,0.791016,3337.5013,0.116667
1229,0.793359,3333.1605,0.115234
1230,0.79401,3337.9283,0.115625
1231,0.79401,3358.7888,0.115625
1232,0.792448,3372.8874,0.116927
1233,0.792578,3363.7971,0.116146
1234,0.80026,3353.9577,0.113411
1235,0.800391,3377.3831,0.114583
1236,0.801302,3402.0217,0.116146
1237,0.800911,3375.6987,0.115365
1238,0.796745,3412.1018,0.117708
1239,0.792708,3406.054,0.118099
1240,0.796224,3379.4672,0.114583
1241,0.792187,3403.0173,0.117188
1242,0.789062,3418.0185,0.119661
1243,0.786589,3435.7302,0.119922
1244,0.784375,3447.2842,0.120052
1245,0.779688,3461.5757,0.122917
1246,0.779427,3489.593,0.126042
1247,0.781901,3474.3643,0.125781
1248,0.78112,3496.8517,0.127734
1249,0.779036,3492.9684,0.127604
1250,0.778255,3489.9421,0.127344
1251,0.779297,3488.4609,0.127604
1252,0.779688,3497.6352,0.126562
1253,0.780729,3523.9223,0.128646
1254,0.782812,3520.8094,0.127995
1255,0.786198,3519.6969,0.126823
1256,0.788542,3528.8991,0.127474
1257,0.789193,3514.1694,0.127083
1258,0.789453,3501.5552,0.12474
1259,0.788932,3481.8405,0.124219
1260,0.782943,3511.5342,0.129167
1261,0.781771,3516.8439,0.130729
1262,0.783984,3521.3253,0.130599
1263,0.781641,3537.9725,0.131901
1264,0.777214,3547.0717,0.132422
1265,0.776823,3533.2155,0.131771
1266,0.78099,3510.181,0.128516
1267,0.776042,3550.8031,0.133333
1268,0.783073,3512.2751,0.128516
1269,0.789062,3494.3085,0.12487
1270,0.785677,3532.4592,0.129688
1271,0.79401,3513.6618,0.127083
1272,0.791406,3531.8223,0.129036
1273,0.791016,3533.7936,0.130469
1274,0.792188,3524.0862,0.127995
1275,0.794141,3524.224,0.127214
1276,0.791667,3523.423,0.12513
